type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload,instances_instance_10_id,instances_instance_10_cost,instances_instance_10_time_inUse,instances_instance_10_time_available,instances_instance_10_time_workload
Role_20,3.3187924E7,9.051252E7,7.2410016E7,4.2239176E7,8.7495436E7,6.51690144E7,3.25845072E8,7942.0,11143.0,9938.0,9390.0,11129.0,9908.4,49542.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,1.508542E7,0.0026323430172974964,0.0036933012140198947,0.003293908953148139,0.0031122766220628927,0.00368866097198487,0.0032840981557026583,0.01642049077851329,Karel de Groot,7.2410016E7,11129,3017084,0.00368866097198487,Magdalena Predutta,4.2239176E7,9938,3017084,0.003293908953148139,Pedro Alvares,9.051252E7,9390,3017084,0.0031122766220628927,Francois de Perrier,8.7495436E7,11143,3017084,0.0036933012140198947,Karalda Nimwada,3.3187924E7,7942,3017084,0.0026323430172974964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_5,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,101756.0,106181.0,106161.0,101756.0,106181.0,104699.33333333333,314098.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.03372660489399699,0.03519325282292439,0.0351866239057315,0.03372660489399699,0.03519325282292439,0.03470216054088429,0.10410648162265287,Karel de Groot,7.2410016E7,101756,3017084,0.03372660489399699,Magdalena Predutta,4.2239176E7,106161,3017084,0.0351866239057315,Francois de Perrier,8.7495436E7,106181,3017084,0.03519325282292439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_6,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,892337.0,909420.0,896750.0,892337.0,909420.0,899502.3333333334,2698507.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.2957614040576928,0.3014234936780017,0.29722407463630446,0.2957614040576928,0.3014234936780017,0.29813632412399965,0.8944089723719989,Karel de Groot,7.2410016E7,909420,3017084,0.3014234936780017,Magdalena Predutta,4.2239176E7,892337,3017084,0.2957614040576928,Francois de Perrier,8.7495436E7,896750,3017084,0.29722407463630446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_7,6034168.0,8.4478352E7,6.3358764E7,4.8273344E7,7.2410016E7,5.7324596E7,6.30570556E8,21707.0,27090.0,24582.0,22999.0,24862.0,24419.545454545456,268615.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.3187924E7,0.00719469527530556,0.008978868337772498,0.008147602121783814,0.0076229233259663964,0.008240406962484306,0.008093757235312459,0.08903132958843704,Esmana Liubiata,5.4307512E7,24601,3017084,0.008153899593117063,Kim Passa,6.3358764E7,21707,3017084,0.00719469527530556,Alberto Duport,6.6375848E7,22346,3017084,0.007406489179618466,Clement Duchot,6034168.0,22999,3017084,0.0076229233259663964,Christian Francois,7.2410016E7,24337,3017084,0.008066397886170886,Nico Ojenbeer,5.4307512E7,24862,3017084,0.008240406962484306,Fjodor Kowalski,7.2410016E7,27044,3017084,0.008963621828228846,Tesca Lobes,8.4478352E7,24336,3017084,0.00806606644031124,Anne Olwada,7.8444184E7,24582,3017084,0.008147602121783814,Immanuel Karagianni,4.8273344E7,27090,3017084,0.008978868337772498,Penn Osterwalder,3.017084E7,24711,3017084,0.00819035863767797
Role_8,6034168.0,8.7495436E7,5.4307512E7,3.017084E7,7.2410016E7,5.046758690909091E7,5.55143456E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.3187924E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esmana Liubiata,5.4307512E7,0,3017084,0.0,Kim Passa,6.3358764E7,0,3017084,0.0,Clement Duchot,6034168.0,0,3017084,0.0,Anna Kaufmann,8.7495436E7,0,3017084,0.0,Miu Hanwan,2.1119588E7,0,3017084,0.0,Nico Ojenbeer,5.4307512E7,0,3017084,0.0,Fjodor Kowalski,7.2410016E7,0,3017084,0.0,Tesca Lobes,8.4478352E7,0,3017084,0.0,Immanuel Karagianni,4.8273344E7,0,3017084,0.0,Elvira Lores,3.3187924E7,0,3017084,0.0,Penn Osterwalder,3.017084E7,0,3017084,0.0
Role_1,6034168.0,8.7495436E7,6.6375848E7,3.017084E7,7.8444184E7,5.787315672727273E7,6.36604724E8,34422.0,43527.0,37592.0,36250.0,39019.0,37819.36363636364,416013.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.3187924E7,0.011409029380686782,0.014426843932750961,0.012459712755760197,0.01201491241211713,0.012932685997473057,0.012535071491666671,0.13788578640833338,Esmana Liubiata,5.4307512E7,37592,3017084,0.012459712755760197,Kim Passa,6.3358764E7,38435,3017084,0.012739121615440604,Alberto Duport,6.6375848E7,36421,3017084,0.012071589654116359,Clement Duchot,6034168.0,39019,3017084,0.012932685997473057,Christian Francois,7.2410016E7,39240,3017084,0.013005935532454516,Anna Kaufmann,8.7495436E7,35653,3017084,0.011817039233909298,Miu Hanwan,2.1119588E7,43527,3017084,0.014426843932750961,Fjodor Kowalski,7.2410016E7,36819,3017084,0.012203505106254914,Tesca Lobes,8.4478352E7,34422,3017084,0.011409029380686782,Anne Olwada,7.8444184E7,38635,3017084,0.012805410787369527,Penn Osterwalder,3.017084E7,36250,3017084,0.01201491241211713
Role_2,2.1119588E7,5.4307512E7,4.8273344E7,2.1119588E7,5.4307512E7,4.1233481333333336E7,1.23700444E8,27898.0,34934.0,30140.0,27898.0,34934.0,30990.666666666668,92972.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.009246676592365343,0.011578729660824823,0.00998977820968856,0.009246676592365343,0.011578729660824823,0.010271728154292907,0.030815184462878724,Heinz Gutschmidt,5.4307512E7,27898,3017084,0.009246676592365343,Maris Freeman,2.1119588E7,30140,3017084,0.00998977820968856,Francis Odell,4.8273344E7,34934,3017084,0.011578729660824823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_3,6034168.0,8.7495436E7,5.4307512E7,2.1119588E7,7.2410016E7,4.799906363636363E7,5.279897E8,2255.0,2729.0,2453.0,2284.0,2518.0,2435.818181818182,26794.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.3187924E7,7.474104134985967E-4,9.04515750970142E-4,8.130366937082296E-4,7.570223434282904E-4,8.345806745851292E-4,8.073418512106994E-4,0.008880760363317693,Esmana Liubiata,5.4307512E7,2262,3017084,7.497305345161089E-4,Clement Duchot,6034168.0,2729,3017084,9.04515750970142E-4,Anna Kaufmann,8.7495436E7,2453,3017084,8.130366937082296E-4,Heinz Gutschmidt,5.4307512E7,2385,3017084,7.90498375252396E-4,Miu Hanwan,2.1119588E7,2284,3017084,7.570223434282904E-4,Maris Freeman,2.1119588E7,2255,3017084,7.474104134985967E-4,Nico Ojenbeer,5.4307512E7,2555,3017084,8.468441713919798E-4,Francis Odell,4.8273344E7,2500,3017084,8.286146491115262E-4,Fjodor Kowalski,7.2410016E7,2518,3017084,8.345806745851292E-4,Anne Olwada,7.8444184E7,2378,3017084,7.881782542348837E-4,Penn Osterwalder,3.017084E7,2475,3017084,8.20328502620411E-4
Role_4,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,249464.0,260044.0,251098.0,249464.0,260044.0,253535.33333333334,760606.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.08268380993038311,0.08619050712542309,0.0832253924650424,0.08268380993038311,0.08619050712542309,0.08403323650694954,0.2520997095208486,Karel de Groot,7.2410016E7,249464,3017084,0.08268380993038311,Magdalena Predutta,4.2239176E7,260044,3017084,0.08619050712542309,Francois de Perrier,8.7495436E7,251098,3017084,0.0832253924650424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_18,3.3187924E7,9.051252E7,3.3187924E7,3.3187924E7,9.051252E7,6.1850222E7,1.23700444E8,62417.0,65223.0,62417.0,62417.0,65223.0,63820.0,127640.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,6034168.0,0.020687856221437654,0.02161789330360043,0.020687856221437654,0.020687856221437654,0.02161789330360043,0.021152874762519043,0.042305749525038086,Pedro Alvares,9.051252E7,62417,3017084,0.020687856221437654,Karalda Nimwada,3.3187924E7,65223,3017084,0.02161789330360043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_19,6034168.0,7.8444184E7,5.4307512E7,3.017084E7,7.2410016E7,5.156470836363637E7,5.67211792E8,17134.0,20018.0,17827.0,17322.0,19535.0,18270.727272727272,200978.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.3187924E7,0.005678993359150756,0.006634883218365813,0.005908685339884472,0.005741305180763943,0.006474794868157466,0.00605575690724132,0.06661332597965453,Esmana Liubiata,5.4307512E7,17733,3017084,0.005877529429077878,Kim Passa,6.3358764E7,17255,3017084,0.005719098308167754,Alberto Duport,6.6375848E7,19535,3017084,0.006474794868157466,Clement Duchot,6034168.0,17322,3017084,0.005741305180763943,Christian Francois,7.2410016E7,19542,3017084,0.006477114989174978,Miu Hanwan,2.1119588E7,17610,3017084,0.005836761588341591,Nico Ojenbeer,5.4307512E7,18394,3017084,0.006096615142302965,Fjodor Kowalski,7.2410016E7,17134,3017084,0.005678993359150756,Anne Olwada,7.8444184E7,20018,3017084,0.006634883218365813,Immanuel Karagianni,4.8273344E7,17827,3017084,0.005908685339884472,Penn Osterwalder,3.017084E7,18608,3017084,0.006167544556266912
