,0,idTask,quantity,resource,role,schedule,task
17,,,,Alberto Duport,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
18,,,,Miu Hanwan,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
19,,,,Esmana Liubiata,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
20,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
21,,,,Anne Olwada,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
22,,,,Tesca Lobes,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
23,,,,Nico Ojenbeer,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
24,,,,Fjodor Kowalski,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
25,,,,Immanuel Karagianni,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
26,,,,Heinz Gutschmidt,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
27,,,,Clement Duchot,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
28,,,,Magdalena Predutta,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
29,,,,Karel de Groot,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
30,,,,Francois de Perrier,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
31,,,,Penn Osterwalder,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
32,,,,Kim Passa,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
33,,,,Anna Kaufmann,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
34,,,,Alberto Duport,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
35,,,,Elvira Lores,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
36,,,,Esmana Liubiata,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
37,,,,Miu Hanwan,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
38,,,,Anne Olwada,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
39,,,,Tesca Lobes,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
40,,,,Nico Ojenbeer,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
41,,,,Fjodor Kowalski,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
42,,,,Immanuel Karagianni,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
43,,,,Christian Francois,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
44,,,,Clement Duchot,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
45,,,,Magdalena Predutta,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
46,,,,Karel de Groot,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
47,,,,Francois de Perrier,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
48,,,,Magdalena Predutta,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
49,,,,Karel de Groot,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
50,,,,Francois de Perrier,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
51,,,,Penn Osterwalder,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
52,,,,Kim Passa,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
53,,,,Anna Kaufmann,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
54,,,,Alberto Duport,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
55,,,,Elvira Lores,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
56,,,,Esmana Liubiata,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
57,,,,Anne Olwada,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
58,,,,Tesca Lobes,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
59,,,,Nico Ojenbeer,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
60,,,,Fjodor Kowalski,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
61,,,,Immanuel Karagianni,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
62,,,,Clement Duchot,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
63,,,,Miu Hanwan,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
64,,,,Christian Francois,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
65,,,,Penn Osterwalder,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
66,,,,Kim Passa,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
67,,,,Anna Kaufmann,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
68,,,,Alberto Duport,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
69,,,,Elvira Lores,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
70,,,,Esmana Liubiata,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
71,,,,Anne Olwada,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
72,,,,Tesca Lobes,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
73,,,,Nico Ojenbeer,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
74,,,,Fjodor Kowalski,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
75,,,,Immanuel Karagianni,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
76,,,,Clement Duchot,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
77,,,,Miu Hanwan,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
78,,,,Christian Francois,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
79,,,,Magdalena Predutta,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
80,,,,Karel de Groot,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
81,,,,Francois de Perrier,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
82,,,,Magdalena Predutta,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
83,,,,Karel de Groot,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
84,,,,Francois de Perrier,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
85,,,,Karen Clarens,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
86,,,,Esmeralda Clay,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
87,,,,Sean Manney,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
88,,,,Carmen Finacse,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
89,,,,Kiu Kan,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
90,,,,Karen Clarens,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
91,,,,Esmeralda Clay,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
92,,,,Sean Manney,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
