type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload
Role_20,2.4034912E7,6.554976E7,5.2439808E7,2.4034912E7,6.3364768E7,5.1347312E7,2.05389248E8,10319.0,13246.0,12891.0,10319.0,13086.0,12385.5,49542.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.004722671753489257,0.006062264758864106,0.005899792768119975,0.004722671753489257,0.005989037946134357,0.005668441806651924,0.022673767226607695,Karel de Groot,5.2439808E7,13086,2184992,0.005989037946134357,Pedro Alvares,6.554976E7,10319,2184992,0.004722671753489257,Francois de Perrier,6.3364768E7,12891,2184992,0.005899792768119975,Karalda Nimwada,2.4034912E7,13246,2184992,0.006062264758864106
Role_5,3.0589888E7,6.3364768E7,5.2439808E7,3.0589888E7,6.3364768E7,4.8798154666666664E7,1.46394464E8,100598.0,106889.0,106611.0,100598.0,106889.0,104699.33333333333,314098.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,6554976.0,0.04604044316867064,0.04891962991168847,0.048792398324570524,0.04604044316867064,0.04891962991168847,0.04791749046830988,0.14375247140492964,Karel de Groot,5.2439808E7,100598,2184992,0.04604044316867064,Magdalena Predutta,3.0589888E7,106611,2184992,0.048792398324570524,Francois de Perrier,6.3364768E7,106889,2184992,0.04891962991168847,,,,,
Role_6,3.0589888E7,6.3364768E7,5.2439808E7,3.0589888E7,6.3364768E7,4.8798154666666664E7,1.46394464E8,892514.0,904477.0,901516.0,892514.0,904477.0,899502.3333333334,2698507.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,6554976.0,0.4084747221042457,0.4139497993585331,0.4125946456554532,0.4084747221042457,0.4139497993585331,0.4116730557060773,1.235019167118232,Karel de Groot,5.2439808E7,901516,2184992,0.4125946456554532,Magdalena Predutta,3.0589888E7,892514,2184992,0.4084747221042457,Francois de Perrier,6.3364768E7,904477,2184992,0.4139497993585331,,,,,
Role_7,4369984.0,6.1179776E7,3.9329856E7,4369984.0,4.8069824E7,3.823736E7,1.5294944E8,61659.0,71596.0,67021.0,61659.0,68339.0,67153.75,268615.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.02821932528814751,0.03276716802624449,0.030673338849753224,0.02821932528814751,0.03127654471961453,0.030734094220939936,0.12293637688375975,Alberto Duport,4.8069824E7,68339,2184992,0.03127654471961453,Clement Duchot,4369984.0,61659,2184992,0.02821932528814751,Nico Ojenbeer,3.9329856E7,71596,2184992,0.03276716802624449,Tesca Lobes,6.1179776E7,67021,2184992,0.030673338849753224
Role_8,2.184992E7,5.2439808E7,3.4959872E7,2.184992E7,4.5884832E7,3.8783608E7,1.55134432E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kim Passa,4.5884832E7,0,2184992,0.0,Fjodor Kowalski,5.2439808E7,0,2184992,0.0,Immanuel Karagianni,3.4959872E7,0,2184992,0.0,Penn Osterwalder,2.184992E7,0,2184992,0.0
Role_1,5.2439808E7,6.3364768E7,5.6809792E7,5.2439808E7,6.1179776E7,5.8448536E7,2.33794144E8,101807.0,105381.0,103815.0,101807.0,105010.0,104003.25,416013.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.046593763272359805,0.04822946720171058,0.047512759772118156,0.046593763272359805,0.048059672529693474,0.0475989156939705,0.190395662775882,Christian Francois,5.2439808E7,103815,2184992,0.047512759772118156,Anna Kaufmann,6.3364768E7,105381,2184992,0.04822946720171058,Tesca Lobes,6.1179776E7,101807,2184992,0.046593763272359805,Anne Olwada,5.6809792E7,105010,2184992,0.048059672529693474
Role_2,1.5294944E7,3.9329856E7,3.4959872E7,1.5294944E7,3.9329856E7,2.9861557333333332E7,8.9584672E7,28049.0,34605.0,30318.0,28049.0,34605.0,30990.666666666668,92972.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,6554976.0,0.012837117939104583,0.015837586590706054,0.013875565677128337,0.012837117939104583,0.015837586590706054,0.01418342340231299,0.042550270206938974,Heinz Gutschmidt,3.9329856E7,34605,2184992,0.015837586590706054,Maris Freeman,1.5294944E7,30318,2184992,0.013875565677128337,Francis Odell,3.4959872E7,28049,2184992,0.012837117939104583,,,,,
Role_3,1.5294944E7,3.9329856E7,3.4959872E7,1.5294944E7,3.9329856E7,3.2228632E7,1.28914528E8,6561.0,6863.0,6663.0,6561.0,6707.0,6698.5,26794.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.003002756989499275,0.0031409725985266767,0.00304943908261449,0.003002756989499275,0.0030695764561151713,0.0030656862816889033,0.012262745126755613,Esmana Liubiata,3.9329856E7,6707,2184992,0.0030695764561151713,Heinz Gutschmidt,3.9329856E7,6663,2184992,0.00304943908261449,Maris Freeman,1.5294944E7,6561,2184992,0.003002756989499275,Francis Odell,3.4959872E7,6863,2184992,0.0031409725985266767
Role_4,3.0589888E7,6.3364768E7,5.2439808E7,3.0589888E7,6.3364768E7,4.8798154666666664E7,1.46394464E8,250109.0,259996.0,250501.0,250109.0,259996.0,253535.33333333334,760606.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,6554976.0,0.11446678065640514,0.11899174001552408,0.11464618634759303,0.11446678065640514,0.11899174001552408,0.11603490233984076,0.3481047070195223,Karel de Groot,5.2439808E7,250109,2184992,0.11446678065640514,Magdalena Predutta,3.0589888E7,250501,2184992,0.11464618634759303,Francois de Perrier,6.3364768E7,259996,2184992,0.11899174001552408,,,,,
Role_18,2.4034912E7,6.554976E7,2.4034912E7,2.4034912E7,6.554976E7,4.4792336E7,8.9584672E7,62969.0,64671.0,62969.0,62969.0,64671.0,63820.0,127640.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,4369984.0,0.02881886981737233,0.029597820037785036,0.02881886981737233,0.02881886981737233,0.029597820037785036,0.029208344927578685,0.05841668985515737,Pedro Alvares,6.554976E7,62969,2184992,0.02881886981737233,Karalda Nimwada,2.4034912E7,64671,2184992,0.029597820037785036,,,,,,,,,,
Role_19,1.5294944E7,5.6809792E7,3.4959872E7,1.5294944E7,5.2439808E7,3.9876104E7,1.59504416E8,47091.0,52150.0,50280.0,47091.0,51457.0,50244.5,200978.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,2184992.0,8739968.0,0.02155202398910385,0.023867364274102604,0.02301152590032366,0.02155202398910385,0.02355020064146688,0.022995278701249247,0.09198111480499699,Christian Francois,5.2439808E7,50280,2184992,0.02301152590032366,Miu Hanwan,1.5294944E7,51457,2184992,0.02355020064146688,Anne Olwada,5.6809792E7,47091,2184992,0.02155202398910385,Immanuel Karagianni,3.4959872E7,52150,2184992,0.023867364274102604
