type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload
Role_20,3.3187924E7,9.051252E7,7.2410016E7,4.2239176E7,8.7495436E7,6.51690144E7,3.25845072E8,7942.0,11143.0,9938.0,9390.0,11129.0,9908.4,49542.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,1.508542E7,0.0026323430172974964,0.0036933012140198947,0.003293908953148139,0.0031122766220628927,0.00368866097198487,0.0032840981557026583,0.01642049077851329,Karel de Groot,7.2410016E7,11129,3017084,0.00368866097198487,Magdalena Predutta,4.2239176E7,9938,3017084,0.003293908953148139,Pedro Alvares,9.051252E7,9390,3017084,0.0031122766220628927,Francois de Perrier,8.7495436E7,11143,3017084,0.0036933012140198947,Karalda Nimwada,3.3187924E7,7942,3017084,0.0026323430172974964,,,,,,,,,,
Role_5,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,101378.0,108478.0,104242.0,101378.0,108478.0,104699.33333333333,314098.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.03360131835905132,0.035954583962528056,0.034550579301073484,0.03360131835905132,0.035954583962528056,0.034702160540884285,0.10410648162265286,Karel de Groot,7.2410016E7,101378,3017084,0.03360131835905132,Magdalena Predutta,4.2239176E7,108478,3017084,0.035954583962528056,Francois de Perrier,8.7495436E7,104242,3017084,0.034550579301073484,,,,,,,,,,,,,,,,,,,,
Role_6,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,884610.0,909420.0,904477.0,884610.0,909420.0,899502.3333333334,2698507.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.2932003219002189,0.3014234936780017,0.2997851567937784,0.2932003219002189,0.3014234936780017,0.29813632412399965,0.8944089723719989,Karel de Groot,7.2410016E7,909420,3017084,0.3014234936780017,Magdalena Predutta,4.2239176E7,884610,3017084,0.2932003219002189,Francois de Perrier,8.7495436E7,904477,3017084,0.2997851567937784,,,,,,,,,,,,,,,,,,,,
Role_7,6034168.0,8.4478352E7,6.6375848E7,3.017084E7,7.2410016E7,5.5169536E7,3.86186752E8,35214.0,42725.0,38215.0,37220.0,39106.0,38373.57142857143,268615.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,2.1119588E7,0.011671534501525313,0.014161024353315984,0.01266620352631879,0.012336414895972403,0.012961521787262138,0.01271876136977672,0.08903132958843704,Alberto Duport,6.6375848E7,39106,3017084,0.012961521787262138,Clement Duchot,6034168.0,38215,3017084,0.01266620352631879,Christian Francois,7.2410016E7,37220,3017084,0.012336414895972403,Nico Ojenbeer,5.4307512E7,35214,3017084,0.011671534501525313,Fjodor Kowalski,7.2410016E7,42725,3017084,0.014161024353315984,Tesca Lobes,8.4478352E7,38392,3017084,0.012724869443475886,Penn Osterwalder,3.017084E7,37743,3017084,0.012509761080566534
Role_8,3.017084E7,8.4478352E7,5.4307512E7,3.3187924E7,7.2410016E7,5.5169536E7,3.86186752E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,2.1119588E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kim Passa,6.3358764E7,0,3017084,0.0,Nico Ojenbeer,5.4307512E7,0,3017084,0.0,Fjodor Kowalski,7.2410016E7,0,3017084,0.0,Tesca Lobes,8.4478352E7,0,3017084,0.0,Immanuel Karagianni,4.8273344E7,0,3017084,0.0,Elvira Lores,3.3187924E7,0,3017084,0.0,Penn Osterwalder,3.017084E7,0,3017084,0.0
Role_1,5.4307512E7,8.7495436E7,7.2410016E7,6.6375848E7,8.4478352E7,7.3703052E7,5.15921364E8,53076.0,65446.0,59893.0,55090.0,64599.0,59430.42857142857,416013.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,2.1119588E7,0.017591820446497347,0.02169180573030118,0.019851286871694657,0.018259352407821592,0.021411071087182192,0.019697969486904766,0.13788578640833335,Esmana Liubiata,5.4307512E7,65446,3017084,0.02169180573030118,Alberto Duport,6.6375848E7,60229,3017084,0.019962652680535244,Christian Francois,7.2410016E7,55090,3017084,0.018259352407821592,Anna Kaufmann,8.7495436E7,64599,3017084,0.021411071087182192,Fjodor Kowalski,7.2410016E7,53076,3017084,0.017591820446497347,Tesca Lobes,8.4478352E7,59893,3017084,0.019851286871694657,Anne Olwada,7.8444184E7,57680,3017084,0.019117797184301132
Role_2,2.1119588E7,5.4307512E7,4.8273344E7,2.1119588E7,5.4307512E7,4.1233481333333336E7,1.23700444E8,30433.0,31452.0,31087.0,30433.0,31452.0,30990.666666666668,92972.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.01008689184656443,0.01042463517754229,0.010303657438772006,0.01008689184656443,0.01042463517754229,0.010271728154292907,0.030815184462878724,Heinz Gutschmidt,5.4307512E7,31452,3017084,0.01042463517754229,Maris Freeman,2.1119588E7,30433,3017084,0.01008689184656443,Francis Odell,4.8273344E7,31087,3017084,0.010303657438772006,,,,,,,,,,,,,,,,,,,,
Role_3,6034168.0,7.8444184E7,5.4307512E7,2.1119588E7,7.2410016E7,4.7842332E7,3.34896324E8,3591.0,4133.0,3770.0,3641.0,4020.0,3827.714285714286,26794.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,2.1119588E7,0.0011902220819837964,0.0013698657379111751,0.0012495508908601815,0.0012067943749660267,0.001332412355771334,0.0012686800519025275,0.008880760363317693,Esmana Liubiata,5.4307512E7,4020,3017084,0.001332412355771334,Clement Duchot,6034168.0,3913,3017084,0.001296947648789361,Heinz Gutschmidt,5.4307512E7,3641,3017084,0.0012067943749660267,Maris Freeman,2.1119588E7,3726,3017084,0.0012349672730358188,Francis Odell,4.8273344E7,3770,3017084,0.0012495508908601815,Fjodor Kowalski,7.2410016E7,4133,3017084,0.0013698657379111751,Anne Olwada,7.8444184E7,3591,3017084,0.0011902220819837964
Role_4,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,247994.0,258136.0,254476.0,247994.0,258136.0,253535.33333333334,760606.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.08219658451670553,0.08555810842522117,0.0843450165789219,0.08219658451670553,0.08555810842522117,0.08403323650694954,0.2520997095208486,Karel de Groot,7.2410016E7,258136,3017084,0.08555810842522117,Magdalena Predutta,4.2239176E7,247994,3017084,0.08219658451670553,Francois de Perrier,8.7495436E7,254476,3017084,0.0843450165789219,,,,,,,,,,,,,,,,,,,,
Role_18,3.3187924E7,9.051252E7,3.3187924E7,3.3187924E7,9.051252E7,6.1850222E7,1.23700444E8,62417.0,65223.0,62417.0,62417.0,65223.0,63820.0,127640.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,6034168.0,0.020687856221437654,0.02161789330360043,0.020687856221437654,0.020687856221437654,0.02161789330360043,0.021152874762519043,0.042305749525038086,Pedro Alvares,9.051252E7,62417,3017084,0.020687856221437654,Karalda Nimwada,3.3187924E7,65223,3017084,0.02161789330360043,,,,,,,,,,,,,,,,,,,,,,,,,
Role_19,2.1119588E7,7.8444184E7,6.3358764E7,4.8273344E7,7.2410016E7,5.7755608E7,4.04289256E8,25665.0,30456.0,29062.0,28515.0,29317.0,28711.14285714286,200978.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,2.1119588E7,0.008506557987778928,0.010094515101336257,0.00963247957299167,0.009451178687766067,0.009716998267201045,0.009516189425664932,0.06661332597965453,Kim Passa,6.3358764E7,30456,3017084,0.010094515101336257,Alberto Duport,6.6375848E7,29062,3017084,0.00963247957299167,Christian Francois,7.2410016E7,29317,3017084,0.009716998267201045,Miu Hanwan,2.1119588E7,29266,3017084,0.00970009452835917,Nico Ojenbeer,5.4307512E7,28515,3017084,0.009451178687766067,Anne Olwada,7.8444184E7,28697,3017084,0.009511501834221387,Immanuel Karagianni,4.8273344E7,25665,3017084,0.008506557987778928
