,0,idTask,quantity,resource,role,schedule,task
12,,2.0,[33 34 38 36 35],"['Penn Osterwalder', 'Nico Ojenbeer', 'Immanuel Karagianni', 'Tesca Lobes', 'Elvira Lores']",Role 13,,Release Purchase Order
13,,8.0,[138 142 133   0   0],"['Magdalena Predutta', 'Karel de Groot', 'Francois de Perrier', 'None', 'None']",Role 14,,Approve Purchase Order for payment
14,,15.0,[ 71  80  63  83 116],"['Karen Clarens', 'Esmeralda Clay', 'Sean Manney', 'Carmen Finacse', 'Kiu Kan']",Role 15,,Send Invoice
15,,17.0,[201 202   0   0   0],"['Karalda Nimwada', 'Pedro Alvares', 'None', 'None', 'None']",Role 16,,Release Supplier's Invoice
16,,5.0,[ 5 33  7 14 47],"['Magdalena Predutta', 'Karalda Nimwada', 'Karel de Groot', 'Francois de Perrier', 'Pedro Alvares']",Role 17,,Settle Dispute With Supplier
17,,18.0,[197 216   0   0   0],"['Karalda Nimwada', 'Pedro Alvares', 'None', 'None', 'None']",Role 18,,Authorize Supplier's Invoice payment
18,,19.0,[197 216   0   0   0],"['Karalda Nimwada', 'Pedro Alvares', 'None', 'None', 'None']",Role 19,,Pay Invoice
19,,16.0,[133 124 125   0   0],"['Maris Freeman', 'Heinz Gutschmidt', 'Francis Odell', 'None', 'None']",Role 20,,Analyze Purchase Requisition
20,,20.0,[2 2 1 1 2],"['Miu Hanwan', 'Kim Passa', 'Elvira Lores', 'Nico Ojenbeer', 'Immanuel Karagianni']",Role 21,,Amend Purchase Requisition
0,,,,Anne Olwada,Role 1,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
1,,,,Tesca Lobes,Role 1,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
2,,,,Anna Kaufmann,Role 1,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
3,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
4,,,,Esmana Liubiata,Role 1,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
5,,,,Heinz Gutschmidt,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
6,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
7,,,,Francis Odell,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
8,,,,Anne Olwada,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
9,,,,Esmana Liubiata,Role 2,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
10,,,,Magdalena Predutta,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
11,,,,Karel de Groot,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
12,,,,Francois de Perrier,Role 3,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
13,,,,Immanuel Karagianni,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
14,,,,Kim Passa,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
15,,,,Miu Hanwan,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
16,,,,Alberto Duport,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
17,,,,Anne Olwada,Role 4,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
18,,,,Magdalena Predutta,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
19,,,,Karel de Groot,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
20,,,,Francois de Perrier,Role 5,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
21,,,,Magdalena Predutta,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
22,,,,Karel de Groot,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
23,,,,Francois de Perrier,Role 6,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
24,,,,Clement Duchot,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
25,,,,Nico Ojenbeer,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
26,,,,Christian Francois,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
27,,,,Alberto Duport,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
28,,,,Tesca Lobes,Role 7,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
29,,,,Penn Osterwalder,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
30,,,,Kim Passa,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
31,,,,Nico Ojenbeer,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
32,,,,Fjodor Kowalski,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
33,,,,Immanuel Karagianni,Role 8,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
34,,,,Magdalena Predutta,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
35,,,,Karel de Groot,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
36,,,,Francois de Perrier,Role 9,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
37,,,,Magdalena Predutta,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
38,,,,Karel de Groot,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
39,,,,Francois de Perrier,Role 10,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
40,,,,Karen Clarens,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
41,,,,Esmeralda Clay,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
42,,,,Sean Manney,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
43,,,,Carmen Finacse,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
44,,,,Kiu Kan,Role 11,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
45,,,,Karen Clarens,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
46,,,,Esmeralda Clay,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
47,,,,Sean Manney,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
48,,,,Carmen Finacse,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
49,,,,Kiu Kan,Role 12,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
50,,,,Penn Osterwalder,Role 13,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
51,,,,Nico Ojenbeer,Role 13,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
52,,,,Immanuel Karagianni,Role 13,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
53,,,,Tesca Lobes,Role 13,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
54,,,,Elvira Lores,Role 13,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
55,,,,Magdalena Predutta,Role 14,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
56,,,,Karel de Groot,Role 14,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
57,,,,Francois de Perrier,Role 14,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
58,,,,Karen Clarens,Role 15,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
59,,,,Esmeralda Clay,Role 15,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
60,,,,Sean Manney,Role 15,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
61,,,,Carmen Finacse,Role 15,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
62,,,,Kiu Kan,Role 15,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
63,,,,Karalda Nimwada,Role 16,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
64,,,,Pedro Alvares,Role 16,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
65,,,,Magdalena Predutta,Role 17,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
66,,,,Karalda Nimwada,Role 17,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
67,,,,Karel de Groot,Role 17,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
68,,,,Francois de Perrier,Role 17,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
69,,,,Pedro Alvares,Role 17,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
70,,,,Karalda Nimwada,Role 18,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
71,,,,Pedro Alvares,Role 18,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
72,,,,Karalda Nimwada,Role 19,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
73,,,,Pedro Alvares,Role 19,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
74,,,,Maris Freeman,Role 20,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
75,,,,Heinz Gutschmidt,Role 20,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
76,,,,Francis Odell,Role 20,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
77,,,,Miu Hanwan,Role 21,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
78,,,,Kim Passa,Role 21,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
79,,,,Elvira Lores,Role 21,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
80,,,,Nico Ojenbeer,Role 21,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
81,,,,Immanuel Karagianni,Role 21,"{'work_days': [1, 1, 1, 1, 1, 1, 1], 'start_hour': datetime.datetime(1900, 1, 1, 0, 0), 'end_hour': datetime.datetime(1900, 1, 1, 23, 59, 59)}",
